"question_id","module_id","phase_id","q_num","question_type","prompt_en","prompt_zh","prompt_es","option_a_en","option_a_zh","option_a_es","option_b_en","option_b_zh","option_b_es","option_c_en","option_c_zh","option_c_es","option_d_en","option_d_zh","option_d_es","correct_option","explanation_a_en","explanation_a_zh","explanation_a_es","explanation_b_en","explanation_b_zh","explanation_b_es","explanation_c_en","explanation_c_zh","explanation_c_es","explanation_d_en","explanation_d_zh","explanation_d_es","fallback_tip_en","fallback_tip_zh","fallback_tip_es","difficulty","review_status","review_notes"
"clauses_subj_q06","clauses","subj","6","multiple_choice_single","People ___ exercise regularly live longer.","People ___ exercise regularly live longer.","People ___ exercise regularly live longer.","who","who","who","which","which","which","where","where","where","whom","whom","whom","A|D","","","","","","","","","","","","","People as subject → who/that","人作主语 → who/that","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_subj_q07","clauses","subj","7","multiple_choice_single","The package ___ arrived today is from Amazon.","The package ___ arrived today is from Amazon.","The package ___ arrived today is from Amazon.","who","who","who","that","that","that","where","where","where","when","when","when","B","","","","","","","","","","","","","package = thing → that/which","package 是物 → that/which","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_obj_q01","clauses","obj","1","multiple_choice_single","The file ___ you sent is open.","The file ___ you sent is open.","The file ___ you sent is open.","who","who","who","that","that","that","where","where","where","whom","whom","whom","B","","","","","","","","","","","","","file is the object of sent","file 是 sent 的宾语","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_obj_q02","clauses","obj","2","multiple_choice_single","The movie ___ we watched was boring.","The movie ___ we watched was boring.","The movie ___ we watched was boring.","who","who","who","that","that","that","which","which","which","whom","whom","whom","B|C","","","","","","","","","","","","","movie is the object of watched","movie 是 watched 的宾语","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_obj_q03","clauses","obj","3","multiple_choice_single","The client ___ we met yesterday is from Tokyo.","The client ___ we met yesterday is from Tokyo.","The client ___ we met yesterday is from Tokyo.","who","who","who","whom","whom","whom","which","which","which","that","that","that","A|B|D","","","","","","","","","","","","","Person as object → whom/that","指人作宾语 → whom/that","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_obj_q04","clauses","obj","4","multiple_choice_single","The people ___ I invited are coming.","The people ___ I invited are coming.","The people ___ I invited are coming.","who","who","who","whom","whom","whom","which","which","which","that","that","that","A|B|D","","","","","","","","","","","","","People as object → whom/that","人作宾语 → whom/that","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_obj_q05","clauses","obj","5","multiple_choice_single","The report ___ Anna wrote is on the table.","The report ___ Anna wrote is on the table.","The report ___ Anna wrote is on the table.","who","who","who","that","that","that","which","which","which","where","where","where","B|C","","","","","","","","","","","","","report is the object of wrote","report 是 wrote 的宾语","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_obj_q06","clauses","obj","6","multiple_choice_single","The advice ___ she gave me was helpful.","The advice ___ she gave me was helpful.","The advice ___ she gave me was helpful.","who","who","who","that","that","that","which","which","which","where","where","where","B|C","","","","","","","","","","","","","advice is the object of gave","advice 是 gave 的宾语","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_subobj_q01","clauses","subobj","1","multiple_choice_single","<b>who called</b> me — is 'who' the subject or object?","<b>who called</b> me — who 是主语还是宾语？","<b>who called</b> me — is 'who' the subject or object?","subject（主语）","subject（主语）","subject（主语）","object（宾语）","object（宾语）","object（宾语）","","","","","","","A","","","","","","","","","","","","","who IS the subject of called","who 自己就是 called 的主语","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_subobj_q02","clauses","subobj","2","multiple_choice_single","<b>who I called</b> — is 'who' the subject or object?","<b>who I called</b> — who 是主语还是宾语？","<b>who I called</b> — is 'who' the subject or object?","subject（主语）","subject（主语）","subject（主语）","object（宾语）","object（宾语）","object（宾语）","","","","","","","B","","","","","","","","","","","","","I is the subject, who is the object","I 是主语，who 是 called 的宾语","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_subobj_q03","clauses","subobj","3","multiple_choice_single","Fix: The man who he called me is my neighbor. Which word is extra?","改正：The man who he called me is my neighbor. 哪个词多余？","Fix: The man who he called me is my neighbor. Which word is extra?","who","who","who","he","he","he","man","man","man","neighbor","neighbor","neighbor","B","","","","","","","","","","","","","who already represents 'the man'","who 已经代表'那个人'了","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_subobj_q04","clauses","subobj","4","multiple_choice_single","Fix: The report that Anna wrote it is ready. Which word is extra?","改正：The report that Anna wrote it is ready. 哪个词多余？","Fix: The report that Anna wrote it is ready. Which word is extra?","that","that","that","Anna","Anna","Anna","wrote","wrote","wrote","it","it","it","D","","","","","","","","","","","","","that already represents the report","that 已经代表 the report","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_subobj_q05","clauses","subobj","5","multiple_choice_single","The student ___ answered correctly won a prize. Subject or object?","The student ___ answered correctly won a prize. 主语还是宾语？","The student ___ answered correctly won a prize. Subject or object?","subject（主语）","subject（主语）","subject（主语）","object（宾语）","object（宾语）","object（宾语）","","","","","","","A","","","","","","","","","","","","","answering is done BY the student → subject","回答是学生发出的 → 主语","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_subobj_q06","clauses","subobj","6","multiple_choice_single","The student ___ the teacher praised won a prize. Subject or object?","The student ___ the teacher praised won a prize. 主语还是宾语？","The student ___ the teacher praised won a prize. Subject or object?","subject（主语）","subject（主语）","subject（主语）","object（宾语）","object（宾语）","object（宾语）","","","","","","","B","","","","","","","","","","","","","praising is done BY the teacher → object","表扬是老师发出的 → 宾语","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_oblq_q01","clauses","oblq","1","multiple_choice_single","This is the cafe ___ we met.","This is the cafe ___ we met.","This is the cafe ___ we met.","who","who","who","which","which","which","where","where","where","when","when","when","C","","","","","","","","","","","","","cafe is a place → where","cafe 是地点 → where","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_oblq_q02","clauses","oblq","2","multiple_choice_single","Friday is the day ___ we present.","Friday is the day ___ we present.","Friday is the day ___ we present.","who","who","who","which","which","which","where","where","where","when","when","when","D","","","","","","","","","","","","","day is time → when","day 是时间 → when","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_oblq_q03","clauses","oblq","3","multiple_choice_single","That is the reason ___ I left early.","That is the reason ___ I left early.","That is the reason ___ I left early.","who","who","who","which","which","which","where","where","where","why","why","why","D","","","","","","","","","","","","","reason is cause → why","reason 是原因 → why","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_oblq_q04","clauses","oblq","4","multiple_choice_single","The office ___ I work is downtown.","The office ___ I work is downtown.","The office ___ I work is downtown.","where","where","where","which","which","which","who","who","who","when","when","when","A","","","","","","","","","","","","","office is a place → where","office 是地点 → where","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_oblq_q05","clauses","oblq","5","multiple_choice_single","The year ___ I graduated was 2020.","The year ___ I graduated was 2020.","The year ___ I graduated was 2020.","who","who","who","which","which","which","where","where","where","when","when","when","D","","","","","","","","","","","","","year is time → when","year 是时间 → when","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_oblq_q06","clauses","oblq","6","multiple_choice_single","This is the room ___ the meeting will happen.","This is the room ___ the meeting will happen.","This is the room ___ the meeting will happen.","where","where","where","which","which","which","that","that","that","when","when","when","A","","","","","","","","","","","","","room is a place → where","room 是地点 → where","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_oblq_q07","clauses","oblq","7","multiple_choice_single","I will never forget the moment ___ I saw the ocean.","I will never forget the moment ___ I saw the ocean.","I will never forget the moment ___ I saw the ocean.","who","who","who","which","which","which","where","where","where","when","when","when","D","","","","","","","","","","","","","moment is a point in time → when","moment 是时间点 → when","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_oblq_q08","clauses","oblq","8","multiple_choice_single","Explain the reason ___ you were late.","Explain the reason ___ you were late.","Explain the reason ___ you were late.","who","who","who","which","which","which","where","where","where","why","why","why","D","","","","","","","","","","","","","reason is cause → why","reason 是原因 → why","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_gen_q01","clauses","gen","1","multiple_choice_single","The man ___ car was stolen reported it.","The man ___ car was stolen reported it.","The man ___ car was stolen reported it.","who","who","who","whose","whose","whose","whom","whom","whom","which","which","which","A|B","","","","","","","","","","","","","his car","his car","su coche","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_gen_q02","clauses","gen","2","multiple_choice_single","I know a woman ___ son is a pilot.","I know a woman ___ son is a pilot.","Conozco a una mujer ___ hijo es piloto.","who","who","who","whose","whose","whose","whom","whom","whom","that","that","that","A|B","","","","","","","","","","","","","her son","her son","su hijo","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_gen_q03","clauses","gen","3","multiple_choice_single","The company ___ CEO resigned is in trouble.","The company ___ CEO resigned is in trouble.","La empresa ___ CEO renuncio tiene problemas.","who","who","who","whose","whose","whose","which","which","which","that","that","that","A|B","","","","","","","","","","","","","its CEO","its CEO","su CEO","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_gen_q04","clauses","gen","4","multiple_choice_single","The tree ___ branches fell was very old.","The tree ___ branches fell was very old.","El arbol ___ ramas cayeron era muy viejo.","who","who","who","whose","whose","whose","which","which","which","that","that","that","A|B","","","","","","","","","","","","","its branches","its branches","sus ramas","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_gen_q05","clauses","gen","5","multiple_choice_single","She adopted a dog ___ owner had passed away.","She adopted a dog ___ owner had passed away.","Adopto un perro ___ dueno habia fallecido.","who","who","who","whose","whose","whose","which","which","which","that","that","that","A|B","","","","","","","","","","","","","its owner","its owner","su dueno","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_gen_q06","clauses","gen","6","multiple_choice_single","That is the writer ___ books I love.","That is the writer ___ books I love.","Ese es el escritor ___ libros adoro.","who","who","who","whose","whose","whose","whom","whom","whom","which","which","which","A|B","","","","","","","","","","","","","his books","his books","sus libros","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_gen_q07","clauses","gen","7","multiple_choice_single","Fix: The woman who her car was stolen. who her = ?","Fix: The woman who her car was stolen. who her = ?","Corrige: The woman who her car... who her = ?","who","who","who","whose","whose","whose","whom","whom","whom","which","which","which","A|B","","","","","","","","","","","","","whose = who + her","whose = who + her","whose = who + her","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_rest_q01","clauses","rest","1","multiple_choice_single","The students who passed celebrated. (only some) comma?","The students who passed celebrated. (only some) comma?","The students who passed celebrated. (solo algunos) coma?","No comma","No comma","No comma","Comma","Comma","Comma","","","","","","","A|B","","","","","","","","","","","","","Restrictive = no comma","Restrictive = no comma","Restrictiva = sin coma","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_rest_q02","clauses","rest","2","multiple_choice_single","The students, who passed, celebrated. (all) comma?","The students, who passed, celebrated. (all) comma?","The students, who passed, celebrated. (todos) coma?","No comma","No comma","No comma","Comma","Comma","Comma","","","","","","","A|B","","","","","","","","","","","","","Non-restrictive = comma","Non-restrictive = comma","No restrictiva = coma","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_rest_q03","clauses","rest","3","multiple_choice_single","My brother who lives in Tokyo is visiting. (one brother) comma?","My brother who lives in Tokyo is visiting. (one brother) comma?","My brother who lives in Tokyo... (un hermano) coma?","No comma","No comma","No comma","Comma","Comma","Comma","","","","","","","A|B","","","","","","","","","","","","","Only one = comma","Only one brother = comma","Solo uno = coma","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_rest_q04","clauses","rest","4","multiple_choice_single","The car which is parked outside is mine. (several outside) comma?","The car which is parked outside is mine. (several outside) comma?","The car which is parked... (varios) coma?","No comma","No comma","No comma","Comma","Comma","Comma","","","","","","","A|B","","","","","","","","","","","","","Need to specify = no comma","Need to specify which = no comma","Hay que especificar = sin coma","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_rest_q05","clauses","rest","5","multiple_choice_single","The managers who attended agreed. means?","The managers who attended agreed. means?","The managers who attended agreed. significa?","All attended","All attended","All attended","Only those who attended","Only those who attended","Only those who attended","","","","","","","B","","","","","","","","","","","","","No comma = only some","No comma = only some","Sin coma = solo algunos","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_rest_q06","clauses","rest","6","multiple_choice_single","The managers, who attended, agreed. means?","The managers, who attended, agreed. means?","The managers, who attended, agreed. significa?","All attended","All attended","All attended","Only those who attended","Only those who attended","Only those who attended","","","","","","","A","","","","","","","","","","","","","Comma = all attended","Comma = all attended","Con coma = todos","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_rest_q07","clauses","rest","7","multiple_choice_single","Dr. Chen, who has 20 years exp., will lead. comma?","Dr. Chen, who has 20 years exp., will lead. comma?","Dr. Chen, who has 20 years... coma?","No comma","No comma","No comma","Comma","Comma","Comma","","","","","","","A|B","","","","","","","","","","","","","Known person = comma","Already known person = comma","Persona conocida = coma","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_rest_q08","clauses","rest","8","multiple_choice_single","A doctor who has 20 years exp. will lead. comma?","A doctor who has 20 years exp. will lead. comma?","A doctor who has 20 years... coma?","No comma","No comma","No comma","Comma","Comma","Comma","","","","","","","A|B","","","","","","","","","","","","","Need to specify = no comma","Need to specify which = no comma","Hay que especificar = sin coma","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_prod_q01","clauses","prod","1","multiple_choice_single","Combine: A customer called. She ordered yesterday.","Combine: A customer called. She ordered yesterday.","Combina: A customer called. She ordered yesterday.","The customer who ordered yesterday called.","The customer who ordered yesterday called.","The customer who ordered yesterday called.","The customer called who ordered yesterday.","The customer called who ordered yesterday.","The customer called who ordered yesterday.","A customer called she ordered yesterday.","A customer called she ordered yesterday.","A customer called she ordered yesterday.","","","","A","","","","","","","","","","","","","","","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_prod_q02","clauses","prod","2","multiple_choice_single","Combine: I met a designer. She created our website.","Combine: I met a designer. She created our website.","Combina: I met a designer. She created our website.","I met a designer who created our website.","I met a designer who created our website.","I met a designer who created our website.","I met who created our website a designer.","I met who created our website a designer.","I met who created our website a designer.","I met a designer she created our website.","I met a designer she created our website.","I met a designer she created our website.","","","","A","","","","","","","","","","","","","","","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_prod_q03","clauses","prod","3","multiple_choice_single","Combine: I found a book. It explains grammar.","Combine: I found a book. It explains grammar.","Combina: I found a book. It explains grammar.","I found a book which explains grammar.","I found a book which explains grammar.","I found a book which explains grammar.","I found a book that explains grammar.","I found a book that explains grammar.","I found a book that explains grammar.","I found a book it explains grammar.","I found a book it explains grammar.","I found a book it explains grammar.","I found which explains grammar a book.","I found which explains grammar a book.","I found which explains grammar a book.","A|B","","","","","","","","","","","","","","","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_prod_q04","clauses","prod","4","multiple_choice_single","Combine: We visited a museum. It has ancient art.","Combine: We visited a museum. It has ancient art.","Combina: We visited a museum. It has ancient art.","We visited a museum that has ancient art.","We visited a museum that has ancient art.","We visited a museum that has ancient art.","We visited a museum which has ancient art.","We visited a museum which has ancient art.","We visited a museum which has ancient art.","We visited a museum it has ancient art.","We visited a museum it has ancient art.","We visited a museum it has ancient art.","We visited that has ancient art a museum.","We visited that has ancient art a museum.","We visited that has ancient art a museum.","A|B","","","","","","","","","","","","","","","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_prod_q05","clauses","prod","5","multiple_choice_single","That was the summer. We traveled to Japan then.","That was the summer. We traveled to Japan then.","That was the summer. We traveled to Japan then.","That was the summer when we traveled to Japan.","That was the summer when we traveled to Japan.","That was the summer when we traveled to Japan.","That was the summer that we traveled to Japan.","That was the summer that we traveled to Japan.","That was the summer that we traveled to Japan.","That was the summer we traveled to Japan when.","That was the summer we traveled to Japan when.","That was the summer we traveled to Japan when.","","","","A|B","","","","","","","","","","","","","","","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_prod_q06","clauses","prod","6","multiple_choice_single","Reorder: The package arrived today that I ordered.","Reorder: The package arrived today that I ordered.","Reordena: The package arrived today that I ordered.","The package that I ordered arrived today.","The package that I ordered arrived today.","The package that I ordered arrived today.","The package arrived today that I ordered.","The package arrived today that I ordered.","The package arrived today that I ordered.","The package that arrived today I ordered.","The package that arrived today I ordered.","The package that arrived today I ordered.","","","","A","","","","","","","","","","","","","","","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"clauses_prod_q07","clauses","prod","7","multiple_choice_single","Fix: This is the hotel where I recommended it.","Fix: This is the hotel where I recommended it.","Corrige: This is the hotel where I recommended it.","This is the hotel that I recommended.","This is the hotel that I recommended.","This is the hotel that I recommended.","This is the hotel which I recommended.","This is the hotel which I recommended.","This is the hotel which I recommended.","This is the hotel where I recommended.","This is the hotel where I recommended.","This is the hotel where I recommended.","This is the hotel where I recommended it.","This is the hotel where I recommended it.","This is the hotel where I recommended it.","A|B","","","","","","","","","","","","","","","","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_place_q01","prepositions","prep_place","1","multiple_choice_single","The cat is sleeping ___ the box.","The cat is sleeping ___ the box.","El gato duerme ___ la caja.","in","in","in","on","on","on","at","at","at","by","by","by","A","","","","","","","","","","","","","inside = in","inside = in","dentro = in","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_place_q02","prepositions","prep_place","2","multiple_choice_single","The book is ___ the table.","The book is ___ the table.","El libro esta ___ la mesa.","in","in","in","on","on","on","at","at","at","to","to","to","B","","","","","","","","","","","","","surface = on","surface = on","superficie = on","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_place_q03","prepositions","prep_place","3","multiple_choice_single","I met her ___ the bus stop.","I met her ___ the bus stop.","La conoci ___ la parada de bus.","in","in","in","on","on","on","at","at","at","by","by","by","C","","","","","","","","","","","","","specific point = at","specific point = at","punto especifico = at","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_place_q04","prepositions","prep_place","4","multiple_choice_single","There is a spider ___ the ceiling.","There is a spider ___ the ceiling.","Hay una arana ___ el techo.","in","in","in","on","on","on","at","at","at","over","over","over","B","","","","","","","","","","","","","ceiling surface = on","ceiling surface = on","superficie del techo = on","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_place_q05","prepositions","prep_place","5","multiple_choice_single","She is waiting ___ the door.","She is waiting ___ the door.","Ella espera ___ la puerta.","in","in","in","on","on","on","at","at","at","by","by","by","C","","","","","","","","","","","","","specific location = at","specific location = at","ubicacion especifica = at","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_place_q06","prepositions","prep_place","6","multiple_choice_single","The kids are playing ___ the garden.","The kids are playing ___ the garden.","Los ninos juegan ___ el jardin.","in","in","in","on","on","on","at","at","at","by","by","by","A","","","","","","","","","","","","","inside garden = in","inside garden = in","dentro del jardin = in","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_time_q01","prepositions","prep_time","1","multiple_choice_single","The meeting starts ___ 3 PM.","The meeting starts ___ 3 PM.","La reunion empieza ___ las 3 PM.","in","in","in","on","on","on","at","at","at","by","by","by","C","","","","","","","","","","","","","specific time = at","specific time = at","hora especifica = at","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_time_q02","prepositions","prep_time","2","multiple_choice_single","I was born ___ July.","I was born ___ July.","Naci ___ julio.","in","in","in","on","on","on","at","at","at","during","during","during","A|D","","","","","","","","","","","","","month = in","month = in","mes = in","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_time_q03","prepositions","prep_time","3","multiple_choice_single","She arrived ___ Monday morning.","She arrived ___ Monday morning.","Llego ___ el lunes por la manana.","in","in","in","on","on","on","at","at","at","by","by","by","B","","","","","","","","","","","","","specific day = on","specific day = on","dia especifico = on","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_time_q04","prepositions","prep_time","4","multiple_choice_single","We go skiing ___ winter.","We go skiing ___ winter.","Esquiamos ___ invierno.","in","in","in","on","on","on","at","at","at","during","during","during","A|D","","","","","","","","","","","","","season = in","season = in","temporada = in","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
"prepositions_prep_time_q05","prepositions","prep_time","5","multiple_choice_single","The train leaves ___ noon.","The train leaves ___ noon.","El tren sale ___ mediodia.","in","in","in","on","on","on","at","at","at","by","by","by","C","","","","","","","","","","","","","noon/midnight = at","noon/midnight = at","mediodia/medianoche = at","1","needs_rewrite_translation_and_explanations","Imported from the current production JSON; not approved for release until language and pedagogy review passes."
